trial	start	end	x	y	mad.x	mad.y	peak.vx	peak.vy	dur	event	participant
1	6684	7060	958.11	286.63	4.403321999999956	5.048253000000002	-2.954999999999984	-1.1299999999999955	376	fixation	4
1	7092	7252	1026.755	289.89	1.3343400000001349	5.315121000000011	-1.9049999999999727	2.089999999999975	160	fixation	4
1	7268	7468	1056.07	249.695	3.0986340000002155	11.816321999999998	-2.6749999999999545	3.385000000000005	200	fixation	4
1	7488	7640	1104.85	276.53	1.2750360000000203	1.245384000000005	-3.3799999999999955	-3.365000000000009	152	fixation	4
1	7672	7852	831.8	276.83	4.773971999999872	6.004530000000017	2.3799999999999955	1.414999999999992	180	fixation	4
1	7868	8076	761.965	293.62	7.301804999999932	4.73690699999999	2.1200000000000045	-2.555000000000007	208	fixation	4
1	8088	8400	722.54	263.78	2.520419999999983	13.439768999999954	2.680000000000007	3.1549999999999727	312	fixation	4
1	8424	8596	791.3	268.33	1.3788179999999257	1.8977280000000438	-3.8149999999999977	-1.549999999999983	172	fixation	4
1	8628	8788	729.845	229.22	2.231312999999993	7.168370999999991	2.160000000000025	2.219999999999999	160	fixation	4
1	8808	8996	690.69	233.02	1.6605120000000066	4.596060000000033	2.6550000000000296	1.615000000000009	188	fixation	4
1	9012	9168	644.78	231.57	4.180932000000074	2.8021140000000218	3.4499999999999886	1.2849999999999966	156	fixation	4
1	9200	9384	722.19	287.145	2.7057450000000673	2.0756400000000084	-2.454999999999984	-2.890000000000015	184	fixation	4
1	9408	9780	794.29	294.5	2.683505999999919	4.7887980000000265	2.240000000000009	-1.6550000000000011	372	fixation	4
1	9800	10052	713.65	289.57	1.2157320000000742	3.261719999999983	2.545000000000016	-1.0550000000000068	252	fixation	4
1	10068	10276	788.775	289.375	1.5270779999999595	5.960052000000015	-3.680000000000007	-1.664999999999992	208	fixation	4
1	10292	10468	854.005	296.665	2.416637999999993	2.5574849999999913	-4.729999999999961	-1.295000000000016	176	fixation	4
1	10488	10588	802.83	285.79	1.5270779999999595	2.238726000000071	3.025000000000034	1.3949999999999818	100	fixation	4
1	10624	10920	715.865	219.91000000000003	1.8013589999999629	3.128285999999978	3.724999999999966	2.7750000000000057	296	fixation	4
1	10940	11164	767.935	227.47500000000002	3.1208730000000267	4.447799999999979	-2.714999999999975	-1.4200000000000017	224	fixation	4
1	11180	11604	710.01	237.66	3.9585420000000235	4.521929999999996	3.0100000000000477	-2.1499999999999915	424	fixation	4
1	11628	11856	777.83	235.25	2.194248000000027	2.75763600000002	-2.9350000000000023	-2.0450000000000017	228	fixation	4
1	11896	12020	823.3	313.14	2.149769999999899	2.6093759999999864	-2.0049999999999955	-1.9749999999999943	124	fixation	4
1	12060	12260	621.675	225.15	2.9874389999999797	5.9526390000000005	2.9600000000000364	3.155000000000001	200	fixation	4
1	12284	12476	671.285	228.315	2.5352460000000536	2.090465999999995	-3.055000000000007	1.2650000000000006	192	fixation	4
1	12532	12660	1063.48	322.45000000000005	4.225410000000034	1.4455350000000335	-1.7800000000000864	-3.305000000000007	128	fixation	4
1	12676	12808	1086.2	290.26	1.6456859999998517	5.011187999999993	-1.9800000000000182	3.5100000000000193	132	fixation	4
1	12848	13020	1163.73	293.02	2.5055940000000807	2.49076800000001	-3.3349999999999227	-1.0349999999999966	172	fixation	4
1	13056	13720	770.065	320.6	11.994233999999878	3.395153999999988	3.9350000000000023	-2.8149999999999977	664	fixation	4
1	13732	14296	794.94	320.38	2.2090740000000135	3.528587999999993	-3.1100000000000136	-1.5049999999999955	564	fixation	4
1	14312	14716	841.91	326.26	5.144621999999871	4.07715	-4.685000000000002	-1.6999999999999886	404	fixation	4
1	14752	14912	793.24	350.79	1.7124029999999595	4.329192000000023	2.839999999999975	1.7549999999999955	160	fixation	4
1	14920	15204	767.82	354.13	3.5137620000000065	3.5878920000000236	3.069999999999993	-2.575000000000017	284	fixation	4
1	15216	15328	801.075	342.485	1.0971239999999292	2.9577870000000064	-3.9950000000000045	2.805000000000007	112	fixation	4
1	15352	15508	859.01	294.06	1.4084700000000674	5.500445999999969	-2.9499999999999886	2.6999999999999886	156	fixation	4
1	15516	15980	905.735	294.12	11.378955000000015	5.633880000000016	-3.2299999999999613	1.7349999999999852	464	fixation	4
1	16020	16172	1148.6950000000002	285.34000000000003	4.195757999999892	2.4907679999999677	-2.9700000000000273	1.375	152	fixation	4
1	16204	16336	1196.08	285.49	1.7346419999997706	7.072001999999973	-2.705000000000041	-1.700000000000017	132	fixation	4
1	16380	16720	735.64	282.06	4.625712000000006	4.937057999999976	-2.5499999999999545	1.490000000000009	340	fixation	4
1	16752	16964	807.6	288.44	1.5715560000000877	7.235087999999993	-2.5949999999999704	2.079999999999984	212	fixation	4
1	16992	17132	860.45	262.08	2.0904659999999526	5.41149000000005	-2.4150000000000205	2.430000000000007	140	fixation	4
1	17156	17372	962.02	252.555	1.9199669999999391	3.899237999999993	-2.2799999999999727	1.2600000000000051	216	fixation	4
1	17556	17948	957.6700000000001	254.505	3.5063490000000974	4.499690999999974	2.7800000000000296	-3.0450000000000017	392	fixation	4
1	17976	18144	800.84	314.78499999999997	2.4314639999999796	4.269888000000035	1.2699999999999818	-3.325000000000017	168	fixation	4
1	18168	18312	694.305	431.07	2.6242019999998885	5.24840400000003	-2.044999999999959	-1.865000000000009	144	fixation	4
1	18320	18472	686.1600000000001	453.655	4.032672000000041	3.1356990000000553	2.509999999999991	-4.125	152	fixation	4
1	18492	18544	743.45	465.73	3.7509779999999595	2.2239	-2.394999999999982	4.485000000000014	52	fixation	4
1	18580	18820	873.675	272.45	2.127530999999919	3.387740999999995	-2.545000000000016	-6.855000000000018	240	fixation	4
1	18832	18868	900.3	254.13	1.2305580000000607	0.9636900000000084	-3.1100000000000136	-0.7600000000000051	36	fixation	4
1	18888	19124	967.9	265.1	1.0822980000000268	9.444162000000006	-3.25	-1.7050000000000125	236	fixation	4
1	19144	19284	812.68	283.28	2.1349440000000808	1.4381219999999562	1.9950000000000045	-0.8449999999999989	140	fixation	4
1	19300	19452	758.165	298.94	3.4173929999999255	6.375180000000016	2.1499999999999773	3.8950000000000102	152	fixation	4
1	19460	19692	756.4549999999999	317.925	1.2824490000000976	3.5434139999999794	-2.8450000000000273	-5.985000000000014	232	fixation	4
1	19728	19952	834.02	361.845	1.2824490000000135	4.974123000000026	-2.079999999999984	-2.990000000000009	224	fixation	4
1	19984	20172	856.99	405.47	0.9636899999999662	1.6901639999999796	-2.1899999999999977	-2.469999999999999	188	fixation	4
1	20184	20380	834.13	397.11	2.0459879999999933	10.58576399999998	2.5200000000000387	2.719999999999999	196	fixation	4
1	20404	20640	775.73	396.13	1.7791199999998988	3.721325999999986	4.0499999999999545	2.4799999999999898	236	fixation	4
1	20656	20908	758.3	418.47	2.7724620000000066	3.202416000000037	-2.5499999999999545	-2	252	fixation	4
1	20928	20992	785.575	407.25	4.6850160000000365	1.2009059999999612	-2.390000000000043	-1.3649999999999807	64	fixation	4
1	21196	21540	811.3050000000001	409.515	2.0311620000000907	3.447044999999983	1.8349999999999795	4.199999999999989	344	fixation	4
1	21544	22088	787.595	420.945	3.617544000000081	15.174410999999978	2.894999999999982	-4.590000000000003	544	fixation	4
1	22120	22160	742.755	487.145	1.7420550000000168	1.0155810000000454	2.5950000000000273	-2.714999999999975	40	fixation	4
1	22200	22332	689.2	523.92	2.253551999999973	2.3869860000000203	-2.4850000000000136	-3.0100000000000477	132	fixation	4
1	22348	22428	762.0799999999999	508.375	2.7576360000001046	3.43963199999999	-2.579999999999984	6.460000000000008	80	fixation	4
1	22432	22508	761.93	507.12	0.5485620000000068	1.408469999999983	-1.455000000000041	-5.25	76	fixation	4
1	22520	22656	748.89	515.08	6.960806999999989	5.278055999999961	3.2350000000000136	6.064999999999998	136	fixation	4
1	22708	22904	827.06	500.77	1.452948000000027	7.04235	-2.6299999999999955	6.034999999999997	196	fixation	4
1	22932	23080	893.06	478.39	3.3358499999999998	2.2535520000000573	-3.2700000000000387	-4.360000000000014	148	fixation	4
1	23084	23128	887.44	471.51	1.052646000000054	2.891069999999983	-1.8149999999999977	6.300000000000011	44	fixation	4
1	23164	23196	963.44	478.07	0.993341999999855	4.151280000000017	-1.7649999999999864	-4.954999999999984	32	fixation	4
1	23204	23268	964.165	465.57	1.5937949999998988	4.188344999999983	-1.509999999999991	-3.1450000000000102	64	fixation	4
1	23300	23336	964.42	474.34	1.6605120000000066	6.864438000000077	-1.509999999999991	-4.860000000000014	36	fixation	4
1	23384	23524	996.63	468.61	2.2387259999999864	5.011187999999993	-2.2899999999999636	-6.585000000000008	140	fixation	4
1	23536	23576	996.96	464.475	0.9859290000000303	4.255062000000007	1.32000000000005	-5.829999999999984	40	fixation	4
1	23580	23604	995.13	458.34000000000003	0.4670189999999966	3.528587999999993	-1.080000000000041	7.405000000000001	24	fixation	4
1	23660	23788	1026.92	465.26	1.9199669999997706	8.569428000000002	-2.0949999999999704	-4.674999999999983	128	fixation	4
1	23840	24064	1095.23	464.74	3.4915230000000266	8.77699199999998	2.5550000000000637	-6.85499999999999	224	fixation	4
1	24072	24100	1111.11	472.67	5.203925999999986	0.9636900000000506	-2.8999999999999773	-4.605000000000018	28	fixation	4
1	24136	24220	1120.23	451.66	0.400301999999973	3.409980000000017	1.2649999999999864	2.5849999999999795	84	fixation	4
1	24252	24320	1059.49	467.6	1.630859999999865	1.7642939999999965	2.9400000000000546	-4.6200000000000045	68	fixation	4
1	24372	24392	1007.64	457.28	0.9636899999999662	0.47443199999998986	-1.6449999999999818	-3.805000000000007	20	fixation	4
1	24428	24696	751.22	467.62	1.8532499999999998	3.9288899999999662	3.3450000000000273	5.789999999999992	268	fixation	4
1	24716	24776	760.01	484.82	4.462625999999986	7.67986800000001	2.3349999999999795	5.974999999999994	60	fixation	4
1	24808	24848	753.74	462.67999999999995	1.0600589999999628	2.9207220000000826	1.125	4.480000000000018	40	fixation	4
1	24852	25048	757.08	469.08	4.773971999999872	5.915574000000013	-2.409999999999968	-5.599999999999994	196	fixation	4
1	25112	25276	948.18	508.92	3.454457999999892	3.86958600000002	2.5200000000000387	-1.759999999999991	164	fixation	4
1	25308	25404	1030.905	526.5699999999999	0.34841100000018876	3.009677999999959	-3.204999999999984	4.014999999999986	96	fixation	4
1	25436	25572	1028.135	508.465	0.7931910000001213	7.672455000000016	1.3899999999999864	-5.125	136	fixation	4
1	25592	25712	1026.56	507.225	0.7487129999999932	5.41149000000005	-2.259999999999991	3.9899999999999807	120	fixation	4
1	25780	25916	1121.22	492.34	1.7865330000000605	7.531608000000061	1.3950000000000955	7.469999999999999	136	fixation	4
1	25956	26020	1117.48	509.87	1.3046879999998247	4.514517000000024	1.6650000000000773	3.7750000000000057	64	fixation	4
1	26028	26148	1123.9650000000001	501.29999999999995	1.297275000000337	3.365502000000015	-1.330000000000041	-4.805000000000007	120	fixation	4
1	26152	26300	1123.96	497.94	1.0229940000000808	7.931910000000033	-1.4200000000000728	6.344999999999999	148	fixation	4
1	26440	26460	1065.15	497.65	0.2075639999998112	0.41512799999995953	2.435000000000059	-2.5649999999999977	20	fixation	4
1	26520	26572	1050.9	461.45	2.0163360000001886	5.45596800000001	1.7999999999999545	-6.424999999999983	52	fixation	4
1	26588	26672	998.02	465.27	2.5500720000000405	2.935548000000027	3.115000000000009	1.6200000000000045	84	fixation	4
1	26704	26908	752.91	557.04	3.306198000000027	7.36852200000004	2.590000000000032	-2.2449999999999477	204	fixation	4
1	26932	27100	840.685	549.8	2.7131579999999764	2.839178999999946	-3.704999999999984	-1.9099999999999682	168	fixation	4
1	27128	27252	714.35	565.07	2.8021139999999796	1.8384240000000134	-5.259999999999991	2.0300000000000296	124	fixation	4
1	27268	27436	680.3199999999999	575.7	2.661266999999939	9.792572999999942	3.2800000000000296	-1.3149999999999977	168	fixation	4
1	27464	27660	758.3	564.45	6.760656000000087	4.314365999999953	1.9750000000000227	3.159999999999968	196	fixation	4
1	27696	27884	948.31	544.99	5.871095999999885	5.574575999999986	-3.8099999999999454	2.9150000000000205	188	fixation	4
1	27916	28112	1005.05	549.38	4.581234000000047	3.0838080000000607	-3.4049999999999727	2.5949999999999704	196	fixation	4
1	28140	28164	1072.48	549.025	4.381083000000061	1.3936439999999966	-2.9850000000000136	8.110000000000014	24	fixation	4
1	28168	28192	1082.94	545.21	0.6078660000001214	1.9496190000000808	-0.8350000000000364	10.439999999999998	24	fixation	4
1	28196	28216	1082.13	543.02	2.9800259999999863	1.2602100000000336	1.884999999999991	-10.055000000000007	20	fixation	4
1	28228	28296	1074.09	540.06	1.6753379999998246	1.11195	1.0650000000000546	-8.805000000000007	68	fixation	4
1	28320	28576	1159.5349999999999	563.47	2.5648980000001953	4.225410000000034	2.0049999999999955	-1.9800000000000182	256	fixation	4
1	28588	28676	1132.5349999999999	560.075	3.891824999999831	2.8021139999999796	3.4600000000000364	4.355000000000018	88	fixation	4
1	28692	28800	1137.87	552.87	2.3573339999998786	6.538265999999952	0.9300000000000637	-4.329999999999984	108	fixation	4
1	28852	28900	1134.4	556.79	3.6249569999999056	5.418903000000128	-1.5699999999999363	-9.009999999999991	48	fixation	4
